Date,Precip in.,24-hr Snowfall in.,Snowpack Depth in.
3/28/2022,0.12,1.6,1.5
3/29/2022,0.04,0.9,2
3/30/2022,T,T,1
3/31/2022,0.05,0,T
4/1/2022,0.16,0,0
4/2/2022,0.27,0.5,0.5
4/3/2022,0,0,0
4/4/2022,0.05,0.4,0.5
4/5/2022,0,0,0
4/6/2022,0,0,0
4/7/2022,0.01,0,0
4/8/2022,0.86,0,0
4/9/2022,0.06,0,0
4/10/2022,0.63,0.1,0
4/11/2022,0.12,T,0
4/12/2022,0.31,0,0
4/13/2022,0.02,0,0
4/14/2022,0.2,0,0
4/15/2022,0.35,0,0
4/16/2022,0.07,0,0
4/17/2022,0.1,T,0
4/18/2022,0.01,T,0
4/19/2022,0.8,3,3
4/20/2022,0.52,1.5,2
4/21/2022,0,0,T
4/22/2022,0.11,0,0
4/23/2022,0.01,T,0
4/24/2022,T,T,T
4/25/2022,0,0,0
4/26/2022,0.07,0,0
4/27/2022,0.21,0,0
4/28/2022,0.28,1.3,1
4/29/2022,0,0,0
4/30/2022,0,0,0
5/1/2022,0,0,0
5/2/2022,0,0,0
5/3/2022,0,0,0
5/4/2022,0.41,0,0
5/5/2022,0.17,0,0
5/6/2022,0,0,0
5/7/2022,0,0,0
5/8/2022,0,0,0
5/9/2022,0,0,0
5/10/2022,0,0,0
5/11/2022,0,0,0
5/12/2022,0,0,0
5/13/2022,0,0,0
5/14/2022,0,0,0
5/15/2022,0.68,0,0
5/16/2022,0.95,0,0
5/17/2022,1.39,0,0
5/18/2022,0.38,0,0
5/19/2022,T,0,0
5/20/2022,0.64,0,0
5/21/2022,0,0,0
5/22/2022,0.71,0,0
5/23/2022,0.04,0,0
5/24/2022,0,0,0
5/25/2022,0,0,0
5/26/2022,0,0,0
5/27/2022,0.16,0,0
5/28/2022,0.17,0,0
5/29/2022,0.42,0,0
5/30/2022,0,0,0
5/31/2022,0,0,0
6/1/2022,0.15,0,0
6/2/2022,0.62,0,0
6/3/2022,0.17,0,0
6/4/2022,0,0,0
6/5/2022,0,0,0
6/6/2022,0,0,0
6/7/2022,0,0,0
6/8/2022,0.66,0,0
6/9/2022,0.02,0,0
6/10/2022,0.87,0,0
6/11/2022,T,0,0
6/12/2022,T,0,0
6/13/2022,T,0,0
6/14/2022,T,0,0
6/15/2022,0,0,0
6/16/2022,0,0,0
6/17/2022,0.07,0,0
6/18/2022,0.24,0,0
6/19/2022,0.43,0,0
6/20/2022,0,0,0
6/21/2022,0,0,0
6/22/2022,0.05,0,0
6/23/2022,0.12,0,0
6/24/2022,0.09,0,0
6/25/2022,0,0,0
6/26/2022,0,0,0
6/27/2022,0.58,0,0
6/28/2022,0.7,0,0
6/29/2022,0.03,NA,NA
6/30/2022,0.01,NA,NA
7/1/2022,0,0,0
7/2/2022,0.27,0,0
7/3/2022,T,0,0
7/4/2022,0,0,0
7/5/2022,0,0,0
7/6/2022,0.42,0,0
7/7/2022,0,0,0
7/8/2022,0,0,0
7/9/2022,0,0,0
7/10/2022,0,0,0
7/11/2022,0,0,0
7/12/2022,0.04,0,0
7/13/2022,0.42,0,0
7/14/2022,0.04,0,0
7/15/2022,0,0,0
7/16/2022,0,0,0
7/17/2022,0,0,0
7/18/2022,0,0,0
7/19/2022,1.9,0,0
7/20/2022,0,0,0
7/21/2022,0.03,0,0
7/22/2022,0.15,0,0
7/23/2022,0,0,0
7/24/2022,0,0,0
7/25/2022,0.76,0,0
7/26/2022,T,0,0
7/27/2022,0,0,0
7/28/2022,0,0,0
7/29/2022,0.9,0,0
7/30/2022,T,0,0
7/31/2022,T,0,0
8/1/2022,0,0,0
8/2/2022,0,0,0
8/3/2022,0.85,0,0
8/4/2022,0,0,0
8/5/2022,0.07,0,0
8/6/2022,0.08,0,0
8/7/2022,T,0,0
8/8/2022,0,0,0
8/9/2022,0.41,0,0
8/10/2022,T,0,0
8/11/2022,T,0,0
8/12/2022,0.11,NA,NA
8/13/2022,0,0,0
8/14/2022,0,0,0
8/15/2022,0,0,0
8/16/2022,0,0,0
8/17/2022,0,0,0
8/18/2022,0.42,0,0
8/19/2022,0.02,0,0
8/20/2022,0,0,0
8/21/2022,0,0,0
8/22/2022,0,0,0
8/23/2022,0.03,0,0
8/24/2022,0.65,0,0
8/25/2022,0.02,0,0
8/26/2022,0.01,0,0
8/27/2022,0.09,0,0
8/28/2022,0,0,0
8/29/2022,0,0,0
8/30/2022,0,0,0
8/31/2022,0.55,0,0
9/1/2022,0.1,0,0
9/2/2022,0,0,0
9/3/2022,0,0,0
9/4/2022,0,0,0
9/5/2022,0.02,0,0
9/6/2022,0.14,0,0
9/7/2022,0.06,0,0
9/8/2022,0,0,NA
9/9/2022,0,0,0
9/10/2022,0,0,0
9/11/2022,0,0,0
9/12/2022,0,0,0
9/13/2022,0,0,0
9/14/2022,3.47,0,0
9/15/2022,T,0,0
9/16/2022,0,0,0
9/17/2022,0,0,0
9/18/2022,0,0,0
9/19/2022,1.05,0,0
9/20/2022,1.35,0,0
9/21/2022,0.16,0,0
9/22/2022,0.44,0,0
9/23/2022,0.47,0,0
9/24/2022,0,0,0
9/25/2022,0,0,0
9/26/2022,0.74,0,0
9/27/2022,0.43,0,0
9/28/2022,0.36,0,0
9/29/2022,0.18,0,0
9/30/2022,0,0,0
10/1/2022,0,0,0
10/2/2022,0,0,0
10/3/2022,0,0,0
10/4/2022,0,0,0
10/5/2022,0,0,0
10/6/2022,0,0,0
10/7/2022,0.24,0,0
10/8/2022,0.29,0,0
10/9/2022,0.02,T,0
10/10/2022,0.04,0,0
10/11/2022,0,0,0
10/12/2022,0,0,0
10/13/2022,0,0,0
10/14/2022,2.52,0,0
10/15/2022,0.09,0,0
10/16/2022,0,0,0
10/17/2022,0,0,0
10/18/2022,0.2,0,0
10/19/2022,0.01,0,0
10/20/2022,0,0,0
10/21/2022,0,0,0
10/22/2022,0,0,0
10/23/2022,0,0,0
10/24/2022,0.12,0,0
10/25/2022,0.06,0,0
10/26/2022,0.02,0,0
10/27/2022,0.11,0,0
10/28/2022,0,0,0
10/29/2022,0,0,0
10/30/2022,0,0,0
10/31/2022,0,0,0
11/1/2022,0.01,0,0
11/2/2022,0.04,0,0
11/3/2022,0,0,0
11/4/2022,0,0,0
11/5/2022,0,0,0
11/6/2022,0,0,0
11/7/2022,0.78,0,0
11/8/2022,0,0,0
11/9/2022,0,0,0
11/10/2022,0,0,0
11/11/2022,0,0,0
11/12/2022,1.23,0,0
11/13/2022,0.21,0,0
11/14/2022,0.11,T,T
11/15/2022,0,0,0
11/16/2022,0.14,1.8,2
11/17/2022,0.32,1.8,2
11/18/2022,0.03,0.5,2.5
11/19/2022,0.02,0.3,2
11/20/2022,0.02,0.6,2.5
11/21/2022,T,T,2
11/22/2022,T,T,2
11/23/2022,0.01,0.2,2
11/24/2022,0,0,2
11/25/2022,0,0,T
11/26/2022,0.03,0,T
11/27/2022,0,0,T
11/28/2022,0.65,0,0
11/29/2022,0.01,0,0
11/30/2022,0,0,0
12/1/2022,0.47,T,T
12/2/2022,T,T,T
12/3/2022,0,0,0
12/4/2022,0.18,T,T
12/5/2022,0,0,0
12/6/2022,0,0,0
12/7/2022,0.24,0,0
12/8/2022,0.4,0,0
12/9/2022,0,0,0
12/10/2022,0,0,0
12/11/2022,0,0,0
12/12/2022,0.16,1.7,1.5
12/13/2022,0,0,1.5
12/14/2022,0.01,0.5,2
12/15/2022,T,T,2
12/16/2022,0.06,0.7,2
12/17/2022,0.49,6.7,9
12/18/2022,0.13,1.4,9.5
12/19/2022,T,T,8
12/20/2022,0.04,0.8,8
12/21/2022,0.01,0.2,7
12/22/2022,0,0,7
12/23/2022,0.75,0,4
12/24/2022,1.53,4,4
12/25/2022,T,T,3
12/26/2022,T,T,3
12/27/2022,0.01,0.2,3
12/28/2022,0.01,0.3,2.5
12/29/2022,0.01,0.2,2.5
12/30/2022,0,0,T
12/31/2022,0,0,0
1/1/2023,0.35,0,0
1/2/2023,0.06,T,0
1/3/2023,0,0,0
1/4/2023,0.07,0,0
1/5/2023,0.78,0,0
1/6/2023,0.09,0,0
1/7/2023,0.1,0.2,T
1/8/2023,0.04,1.3,1.5
1/9/2023,0,0,1
1/10/2023,0.08,1.5,2
1/11/2023,0,0,2
1/12/2023,0.01,0.2,2
1/13/2023,0.45,0.5,T
1/14/2023,0.28,2,2
1/15/2023,T,0.1,2
1/16/2023,0,0,2
1/17/2023,0.02,0.2,2
1/18/2023,0.01,T,2
1/19/2023,0.01,0,1.5
1/20/2023,0.26,3,4.5
1/21/2023,0.15,1.7,6
1/22/2023,T,T,6
1/23/2023,0.2,2.9,8
1/24/2023,0.03,0.4,8
1/25/2023,0.03,0.6,8
1/26/2023,0.25,1.8,8
1/27/2023,0.27,6.4,12
1/28/2023,T,0.1,10
1/29/2023,0,0,9
1/30/2023,0.08,0.8,8.5
1/31/2023,0.08,2.8,11
2/1/2023,0,0,10
2/2/2023,T,0.1,9
2/3/2023,0.03,0.7,9
2/4/2023,T,T,9
2/5/2023,0,0,8.5
2/6/2023,T,T,8.5
2/7/2023,T,T,8.5
2/8/2023,0.03,0.3,9
2/9/2023,0,0,8
2/10/2023,0.69,T,5
2/11/2023,0.12,0.9,4.5
2/12/2023,0,0,4
2/13/2023,0,0,4
2/14/2023,0.1,1.7,5.5
2/15/2023,T,0,4
2/16/2023,0,0,T
2/17/2023,0.04,0,T
2/18/2023,0.14,1,1
2/19/2023,T,T,0.5
2/20/2023,T,0,T
2/21/2023,T,T,T
2/22/2023,0.06,0.6,0.5
2/23/2023,0.39,5.2,5
2/24/2023,0.17,2,6
2/25/2023,0.04,1.5,6
2/26/2023,0.06,0.6,6
2/27/2023,0.1,2.5,8.5
2/28/2023,0.01,0.1,6.5
3/1/2023,0.11,1,6
3/2/2023,0.01,0.1,6
3/3/2023,0.13,1.5,7
3/4/2023,0.15,1.8,7
3/5/2023,0.17,2,8.5
3/6/2023,0,0,7
3/7/2023,T,T,7
3/8/2023,0.07,2.1,8.5
3/9/2023,0,0,8
3/10/2023,0,0,7.5
3/11/2023,0,0,6.5
3/12/2023,0,0,6
3/13/2023,0,0,6
3/14/2023,0.66,7.5,13
3/15/2023,0.35,4,16
3/16/2023,0.26,3,15
3/17/2023,0.03,0.5,15
3/18/2023,0.18,0,9
3/19/2023,0.01,0.3,8.5
3/20/2023,T,T,8
3/21/2023,0,0,6.5
3/22/2023,T,T,6
3/23/2023,0,0,4
3/24/2023,0.41,0,3
3/25/2023,0,0,1
3/26/2023,0.15,0.4,1.5
3/27/2023,0,0,1
3/28/2023,0,0,T
3/29/2023,T,T,T
3/30/2023,0.11,0.2,T
3/31/2023,0,0,T
4/1/2023,0.4,1.8,T
4/2/2023,0.02,T,T
4/3/2023,0,0,T
4/4/2023,0.06,0,T
4/5/2023,0,0,T
4/6/2023,0.78,0,0
4/7/2023,0,0,NA
4/8/2023,0,0,NA
4/9/2023,0,0,NA
4/10/2023,0,0,NA
4/11/2023,0,0,NA
4/12/2023,T,0,0
4/13/2023,T,0,0
4/14/2023,0,0,0
4/15/2023,0,0,0
4/16/2023,0,0,0
4/17/2023,0,0,0
4/18/2023,0.75,0,0
4/19/2023,0.03,T,0
4/20/2023,0.02,T,0
4/21/2023,0,0,0
4/22/2023,0,0,0
4/23/2023,0.28,0,0
4/24/2023,1.03,0,0
4/25/2023,0.43,0,0
4/26/2023,0.01,0,0
4/27/2023,0.27,0,0
4/28/2023,0,0,0
4/29/2023,0,0,0
4/30/2023,0.07,0,0
5/1/2023,0.21,0,0
5/2/2023,0.78,0,0
5/3/2023,0.16,0,0
5/4/2023,0.06,0,0
5/5/2023,0.02,0,0
5/6/2023,0,0,NA
5/7/2023,0,0,NA
5/8/2023,0,0,NA
5/9/2023,0,0,NA
5/10/2023,0,0,NA
5/11/2023,0,0,NA
5/12/2023,0.09,0,0
5/13/2023,0,0,0
5/14/2023,0,0,0
5/15/2023,0,0,0
5/16/2023,0,0,0
5/17/2023,0.02,T,0
5/18/2023,T,T,0
5/19/2023,0,0,0
5/20/2023,0.03,0,0
5/21/2023,0.28,0,0
5/22/2023,0,0,0
5/23/2023,0,0,0
5/24/2023,0.05,0,0
5/25/2023,0.25,0,0
5/26/2023,0,0,0
5/27/2023,0,0,0
5/28/2023,0,0,0
5/29/2023,0,0,0
5/30/2023,0,0,NA
5/31/2023,0,0,0
6/1/2023,0,0,0
6/2/2023,0,0,NA
6/3/2023,0.01,0,0
6/4/2023,0,0,NA
6/5/2023,0,0,NA
6/6/2023,0,0,0
6/7/2023,0.38,0,0
6/8/2023,0.19,0,0
6/9/2023,0.35,0,0
6/10/2023,0.07,0,0
6/11/2023,0.07,0,0
6/12/2023,0,0,0
6/13/2023,0.26,0,0
6/14/2023,0.85,0,0
6/15/2023,0.62,0,0
6/16/2023,0.01,0,0
6/17/2023,0.41,0,0
6/18/2023,0.76,0,0
6/19/2023,0.01,0,0
6/20/2023,0,0,0
6/21/2023,0,0,0
6/22/2023,0,0,0
6/23/2023,0,0,0
6/24/2023,0.09,0,0
6/25/2023,1.83,0,0
6/26/2023,0.02,0,0
6/27/2023,0.05,0,0
6/28/2023,0.1,0,0
6/29/2023,0.44,0,0
6/30/2023,0.05,0,0
7/1/2023,0,0,0
7/2/2023,0.1,0,0
7/3/2023,0.13,0,0
7/4/2023,0,0,0
7/5/2023,0.04,0,0
7/6/2023,0,0,0
7/7/2023,0,0,0
7/8/2023,0.05,0,0
7/9/2023,0.01,0,0
7/10/2023,1.11,0,0
7/11/2023,2.3,0,0
7/12/2023,0.04,0,0
7/13/2023,T,0,0
7/14/2023,0.36,0,0
7/15/2023,0.12,0,0
7/16/2023,0.23,0,0
7/17/2023,0.73,0,0
7/18/2023,0.37,0,0
7/19/2023,0.2,0,0
7/20/2023,0,0,0
7/21/2023,0.67,0,0
7/22/2023,0.46,0,0
7/23/2023,0.03,0,0
7/24/2023,0.02,NA,NA
7/25/2023,0,0,0
7/26/2023,0,0,0
7/27/2023,0.06,0,0
7/28/2023,0.59,0,0
7/29/2023,0,0,0
7/30/2023,0.43,0,0
7/31/2023,0,0,0
8/1/2023,0.02,0,0
8/2/2023,0,0,0
8/3/2023,0,0,0
8/4/2023,--,--,--
8/5/2023,--,--,--
8/6/2023,--,--,--
8/7/2023,0,0,0
8/8/2023,0.89,0,0
